Location,Region,District,Street,Price,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Vahagni district, Hrazdan St",Yerevan, Vahagni district, Hrazdan St,1200.0,5718,300,4,2,2,Stone,3.0,Newly repaired,15.02.2017,27.12.2020,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Park,Elevator",https://myrealty.am/en/house-for-rent/Hrazdan+St/Vahagni+district/Yerevan/35424,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Center, Adana St",Yerevan, Center, Adana St,530.0,2846,300,4,1,1,Stone,3.0,Newly repaired,31.01.2017,22.04.2021,08.05.2022,40.1990364,44.496434,"Ռիտոքս, Հրաչյա Քոչար փողոց, Արաբկիր, Երևան, 0033, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Garage,Closetothebusstation,View,Sunny,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Adana+St/Center/Yerevan/34666,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Norq Marash, Norq 1 St",Yerevan, Norq Marash, Norq 1 St,3000.0,6229,660,6,2,4,Monolit,3.0,Good,26.01.2017,27.12.2020,08.05.2022,40.1878295,44.5486184,"Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Tile,Securitysystem,Swimmingpool,Sunny,View,Closetothebusstation,Garage,Gate,Sauna",https://myrealty.am/en/house-for-rent/Norq+1+St/Norq+Marash/Yerevan/34410,0,,0,,,for rent,house,bars.am,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
"Yerevan, Vahagni district, Hrazdan St",Yerevan, Vahagni district, Hrazdan St,2200.0,5784,500,5,2,3,Monolit,3.2,Good,23.01.2017,27.12.2020,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Laminateflooring,Sunny,View,Roadside,Closetothebusstation,Park",https://myrealty.am/en/house-for-rent/Hrazdan+St/Vahagni+district/Yerevan/34241,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"Yerevan, Vahagni district, Hrazdan St",Yerevan, Vahagni district, Hrazdan St,2700.0,6628,500,5,2,3,Monolit,3.0,Good,23.01.2017,27.12.2020,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Gas,Hotwater,Internet,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Balcony,Eurowindows,Roadside,Park,Playground,Garage,Swimmingpool",https://myrealty.am/en/house-for-rent/Hrazdan+St/Vahagni+district/Yerevan/34229,0,,0,,,for rent,house,bars.am,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
"Yerevan, Arabkir, Barbyus St",Yerevan, Arabkir, Barbyus St,3000.0,6101,800,5,2,3,Monolit,3.2,Newly repaired,23.01.2017,27.12.2020,08.05.2022,40.1960995,44.485478,"38, Բարբյուսի փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Balcony,Tile,Parquet,Gym,Swimmingpool,Sunny,View,Roadside,Parking,Garage,Playground",https://myrealty.am/en/house-for-rent/Barbyus+St/Arabkir/Yerevan/34227,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"Yerevan, Arabkir, Aygedzor alley",Yerevan, Arabkir, Aygedzor alley,500.0,2673,110,4,1,1,Other,3.2,Newly repaired,20.01.2017,22.04.2021,08.05.2022,40.192759,44.496866,"69, Այգեձորի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","water24/7,Electricity,Air-conditioner,Gas,Heating","Closetothebusstation,View,Sunny,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Aygedzor+alley/Arabkir/Yerevan/34117,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Kotayk, Arinj, Arinj",Kotayk, Arinj, Arinj,4000.0,1730,1000,5,4,3,Monolit,2.8,Newly repaired,13.01.2021,13.01.2021,08.05.2022,40.2336869,44.5820672,"29, Առինջի 25-րդ փողոց, Առինջ, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2210, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/new-build-house-for-rent/Arinj/Arinj/Kotayk/106261,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,3000.0,1969,180,4,3,3,Monolit,3.0,Newly repaired,12.01.2021,12.01.2021,08.05.2022,40.1910676,44.5025969,"3/1, Այգեձորի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile",https://myrealty.am/en/new-build-house-for-rent/Aygedzor+St/Arabkir/Yerevan/106192,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Norq Marash, Norq 8 St",Yerevan, Norq Marash, Norq 8 St,2500.0,1961,700,6,3,3,Stone,3.0,Newly repaired,11.01.2021,28.05.2021,08.05.2022,40.1841552,44.5456674,"Նորքի 8-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Openbalcony,Eurowindows,Tile,Parquet,Sunny,View",https://myrealty.am/en/house-for-rent/Norq+8+St/Norq+Marash/Yerevan/106163,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,3000.0,1989,210,5,1,2,Monolit,3.0,Newly repaired,11.01.2021,13.10.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Storageroom,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Sunny,View,Closetothebusstation,Parking,Garage,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Aygedzor+St/Arabkir/Yerevan/106150,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1
"Yerevan, Qanaqer-Zeytun, Gogol St",Yerevan, Qanaqer-Zeytun, Gogol St,1200.0,2161,400,6,2,2,Stone,3.0,Newly repaired,07.01.2021,25.01.2021,08.05.2022,40.1986741,44.5426655,"3, Գոգոլի փողոց, Քանաքեռ-Զեյթուն, Երևան, 0069, Հայաստան","Heating,Hotwater,Electricity,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Attic,Basement,Tile,Parquet,Gym,Sunny,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Gogol+St/Qanaqer-Zeytun/Yerevan/106078,0,,0,,,for rent,house,myrealty.am,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"Yerevan, Qanaqer-Zeytun, Gogol St",Yerevan, Qanaqer-Zeytun, Gogol St,1200.0,2264,700,7,2,2,Stone,3.0,Good,28.12.2020,08.04.2021,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Irondoor,Openbalcony,Balcony,Storageroom,Parquet,Heatedfloor,Sunny,View,Roadside,Closetothebusstation,Garage,Buildingexistence,Gate,Highfirstfloor",https://myrealty.am/en/house-for-rent/Gogol+St/Qanaqer-Zeytun/Yerevan/106042,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
"Yerevan, Arabkir, A. Khachatrian St",Yerevan, Arabkir, A. Khachatrian St,381.0,1355,400,3,1,1,Stone,2.8,Newly repaired,25.12.2020,25.12.2020,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Internet,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Roadside,Closetothebusstation,Gate",https://myrealty.am/en/house-for-rent/A.+Khachatrian+St/Arabkir/Yerevan/105952,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Yerevan, Malatia-Sebastia, Haghtanak vill 1 St",Yerevan, Malatia-Sebastia, Haghtanak vill 1 St,600.0,2420,1000,7,2,2,Stone,3.0,Newly repaired,22.12.2020,22.12.2020,08.05.2022,40.188981,44.4207098,"24, Հաղթանակ 10-րդ փողոց, Հաղթանակ, Մալաթիա-Սեբաստիա, Երևան, 0081, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Attic,Securitysystem,Swimmingpool,Sunny,Parking,Buildingexistence,Gate",https://myrealty.am/en/house-for-rent/Haghtanak+vill+1+St/Malatia-Sebastia/Yerevan/105857,0,,0,,,for rent,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"Yerevan, Nor Norq, Mar St",Yerevan, Nor Norq, Mar St,248.0,1520,65,2,2,2,Stone,3.0,Newly repaired,21.12.2020,21.12.2020,08.05.2022,40.18620411,44.5672875,"2, Մառի փողոց  նրբանցք, Նոր Նորքի 5 Զանգված, Նոր Նորք, Երևան, 0079, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water",Parking,https://myrealty.am/en/house-for-rent/Mar+St/Nor+Norq/Yerevan/105820,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, V. Davtyan St",Yerevan, Arabkir, V. Davtyan St,381.0,2048,110,4,2,2,Stone,3.0,Newly repaired,17.12.2020,17.12.2020,08.05.2022,40.2015503,44.5107969,"35, Վահագն Դավթյանի փողոց, Արաբկիր, Երևան, 0051, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Laminateflooring,Sunny,View,Garage",https://myrealty.am/en/house-for-rent/V.+Davtyan+St/Arabkir/Yerevan/105678,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Avan, Avan 4 St",Yerevan, Avan, Avan 4 St,1800.0,2316,350,4,2,2,Monolit,2.8,Newly repaired,17.12.2020,27.04.2021,08.05.2022,40.2088566,44.5639379,"16, Ավան 4-րդ փողոց, Ավան, Երևան, 0063, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Parquet,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Avan+4+St/Avan/Yerevan/105648,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
"Yerevan, Erebuni, Atoyan st",Yerevan, Erebuni, Atoyan st,526.0,1446,330,5,2,2,Stone,2.8,Newly repaired,05.12.2020,05.12.2020,08.05.2022,40.14151947,44.5176326,"109/10, Աթոյան փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Basement,Sunny,Garage,Park",https://myrealty.am/en/house-for-rent/Atoyan+st/Erebuni/Yerevan/105182,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,4000.0,1292,600,4,2,1,Stone,3.0,Newly repaired,27.11.2020,27.11.2020,08.05.2022,40.1934943,44.5099146,"154, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Gas,Hotwater,Electricity,water24/7,Water","Furniture,Equipment",https://myrealty.am/en/house-for-rent/Antarayin+St/Center/Yerevan/104898,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kotayk, Dzoraghbyur, Dzoraghbyur",Kotayk, Dzoraghbyur, Dzoraghbyur,800.0,1809,600,4,2,1,Stone,3.0,Newly repaired,16.11.2020,16.11.2020,08.05.2022,40.2004541,44.6345848,"Ձորափի փողոց, Նորավան, Ձորաղբյուր, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2224, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment",https://myrealty.am/en/house-for-rent/Dzoraghbyur/Dzoraghbyur/Kotayk/104427,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Arabkir, Sevastopolyan St",Yerevan, Arabkir, Sevastopolyan St,1500.0,2063,500,3,1,1,Stone,2.8,Newly repaired,09.11.2020,20.12.2020,08.05.2022,40.1954297,44.487016,"35, Սևաստոպոլյան փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Parking,Playground,Park",https://myrealty.am/en/house-for-rent/Sevastopolyan+St/Arabkir/Yerevan/104302,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Aygestan 10 St",Yerevan, Center, Aygestan 10 St,1500.0,2204,500,5,1,2,Other,2.8,Newly repaired,26.10.2020,20.12.2020,08.05.2022,40.1829922,44.5282596,"39/9, Միքայել Չայլախյան փողոց, Կենտրոն, Երևան, 0025, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Roadside,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-rent/Aygestan+10+St/Center/Yerevan/104006,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
"Yerevan, Center, Tigran Mets Ave 1 alley",Yerevan, Center, Tigran Mets Ave 1 alley,1473.0,1338,380,5,1,3,Stone,3.0,Newly repaired,14.10.2020,14.10.2020,08.05.2022,40.16899,44.513054,"8, Տիգրան Մեծի պողոտա 2-րդ նրբանցք, Կենտրոն, Երևան, 0018, Հայաստան","Hotwater,Electricity,Gas,Water,water24/7","Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View,Closetothebusstation,Playground,Park,Fence",https://myrealty.am/en/house-for-rent/Tigran+Mets+Ave+1+alley/Center/Yerevan/103729,0,,0,,,for rent,house,bars.am,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
"Kotayk, Dzoraghbyur, Dzoraghbyur",Kotayk, Dzoraghbyur, Dzoraghbyur,3000.0,1159,1400,3,2,2,Other,2.8,Newly repaired,04.10.2020,14.03.2022,08.05.2022,40.2004541,44.6345848,"Ձորափի փողոց, Նորավան, Ձորաղբյուր, Աբովյանի տարածաշրջան, Կոտայքի մարզ, 2224, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Basement,Tile,Laminateflooring,Swimmingpool,Sunny,View,Bilateral,Roadside,Parking,Gate,Fence",https://myrealty.am/en/house-for-rent/Dzoraghbyur/Dzoraghbyur/Kotayk/103473,0,,0,,,for rent,house,myrealty.am,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,2000.0,2152,180,5,2,5,Stone,2.8,Newly repaired,02.10.2020,20.12.2020,08.05.2022,40.1905752,44.5163966,"13, Սարմենի փողոց, Կենտրոն, Երևան, 0009, Հայաստան","Heating,Internet,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Tile,Laminateflooring,Sunny,View",https://myrealty.am/en/house-for-rent/Sarmen+St/Center/Yerevan/103434,0,,0,,,for rent,house,myrealty.am,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Aygektsi St",Yerevan, Arabkir, Aygektsi St,316.0,2280,60,2,2,1,Stone,2.8,Good,27.09.2020,20.12.2020,08.05.2022,40.2043862,44.4941512,"7, Այգեկցու փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Hotwater,Electricity,Gas,Water,water24/7","Irondoor,Openbalcony,Tile,Sunny,View,Closetothebusstation,Playground,Park",https://myrealty.am/en/house-for-rent/Aygektsi+St/Arabkir/Yerevan/103200,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"Kotayk, Qasakh, Mush dis.",Kotayk, Qasakh, Mush dis.,3000.0,2288,1260,5,2,3,Monolit,3.2,Newly repaired,19.09.2020,19.09.2020,08.05.2022,40.2289901,44.4476246,"Արաբկիր փողոց, Աջափնյակ, Քասախ, Եղվարդի տարածաշրջան, Կոտայքի մարզ, 2415, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Laminateflooring,Parquet,Heatedfloor,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Parking,Garage,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/new-build-house-for-rent/Mush+dis./Qasakh/Kotayk/102914,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yerevan, Avan, Ashxabad St",Yerevan, Avan, Ashxabad St,4000.0,2643,800,6,3,3,Monolit,3.0,Newly repaired,02.09.2020,27.04.2021,08.05.2022,40.22050435,44.57956497,"40, Մարշալ Բաբաջանյանի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Hotwater,Electricity,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/new-build-house-for-rent/Ashxabad+St/Avan/Yerevan/102153,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Babayan St",Yerevan, Arabkir, Babayan St,10000.0,2411,3000,7,3,4,Stone,3.2,Newly repaired,28.08.2020,20.12.2020,08.05.2022,40.1988941,44.520252,"6, Բաբայան փողոց, Քանաքեռ-Զեյթուն, Երևան, 0037, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Tile,Parquet,Gym,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Playground,Park,Gate,Fence,Elevator",https://myrealty.am/en/house-for-rent/Babayan+St/Arabkir/Yerevan/101954,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"Yerevan, Davtashen, Davtashen 7 St",Yerevan, Davtashen, Davtashen 7 St,1500.0,4010,534,5,2,1,Stone,3.2,Newly repaired,16.02.2019,23.12.2019,08.05.2022,40.215915,44.4815416,"23, Դավթաշենի 7-րդ փողոց, Դավթաշեն գյուղ, Դավթաշեն, Երևան, 0048, Հայաստան","Electricity,water24/7,Water,Heating,Gas,Internet,Air-conditioner","Furniture,Equipment,Openbalcony,Basement,Eurowindows,Playground,Swimmingpool",https://myrealty.am/en/house-for-rent/Davtashen+7+St/Davtashen/Yerevan/71610,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"Yerevan, Davtashen, Davitashen Dzor 1",Yerevan, Davtashen, Davitashen Dzor 1,2500.0,4190,800,6,2,2,Stone,3.0,Newly repaired,15.02.2019,08.07.2019,08.05.2022,40.220299,44.4881893,"Լեոնիդ Ազգալդյանի անվան թիվ 200 հիմնական դպրոց, 53/1, Դավթաշենի 1-ին զանգված, Դավթաշենի 1-ին թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Tile,Parking",https://myrealty.am/en/house-for-rent/Davitashen+Dzor+1/Davtashen/Yerevan/71545,0,,0,,,for rent,house,myrealty.am,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Yerevan, Davtashen, Davitashen Dzor 1",Yerevan, Davtashen, Davitashen Dzor 1,2500.0,4069,800,6,2,2,Stone,3.0,Newly repaired,15.02.2019,31.07.2019,08.05.2022,40.220299,44.4881893,"Լեոնիդ Ազգալդյանի անվան թիվ 200 հիմնական դպրոց, 53/1, Դավթաշենի 1-ին զանգված, Դավթաշենի 1-ին թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Heating,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Tile,Parking",https://myrealty.am/en/house-for-rent/Davitashen+Dzor+1/Davtashen/Yerevan/71541,0,,0,,,for rent,house,bars.am,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
